id,idLabel,genreLabel,publisherLabel,esrbLabel,idAltLabel,name
http://www.wikidata.org/entity/Q12395,The Legend of Zelda,open world,Nintendo,Everyone,The Hyrule Fantasy,The Legend of Zelda (video game)
http://www.wikidata.org/entity/Q13165,Death to Spies,third-person shooter,1C Company,,,Death to Spies
http://www.wikidata.org/entity/Q13165,Death to Spies,stealth game,1C Company,,,Death to Spies
http://www.wikidata.org/entity/Q13165,Death to Spies,shooter game,1C Company,,,Death to Spies
http://www.wikidata.org/entity/Q13165,Death to Spies,third-person shooter,Atari,,,Death to Spies
http://www.wikidata.org/entity/Q13165,Death to Spies,stealth game,Atari,,,Death to Spies
http://www.wikidata.org/entity/Q13165,Death to Spies,shooter game,Atari,,,Death to Spies
http://www.wikidata.org/entity/Q13699,Stronghold: Crusader Extreme,real-time strategy,Gamecock Media Group,Teen,,Stronghold: Crusader Extreme
http://www.wikidata.org/entity/Q13699,Stronghold: Crusader Extreme,simulation video game,Gamecock Media Group,Teen,,Stronghold: Crusader Extreme
http://www.wikidata.org/entity/Q17138,Uncharted 3: Drake's Deception,action-adventure game,Sony Interactive Entertainment,Teen,,Uncharted 3: Drake's Deception
http://www.wikidata.org/entity/Q17138,Uncharted 3: Drake's Deception,third-person shooter,Sony Interactive Entertainment,Teen,,Uncharted 3: Drake's Deception
http://www.wikidata.org/entity/Q17138,Uncharted 3: Drake's Deception,platform game,Sony Interactive Entertainment,Teen,,Uncharted 3: Drake's Deception
http://www.wikidata.org/entity/Q17146,Uncharted 2: Among Thieves,action-adventure game,Sony Interactive Entertainment,Teen,,Uncharted 2: Among Thieves
http://www.wikidata.org/entity/Q17146,Uncharted 2: Among Thieves,third-person shooter,Sony Interactive Entertainment,Teen,,Uncharted 2: Among Thieves
http://www.wikidata.org/entity/Q17146,Uncharted 2: Among Thieves,platform game,Sony Interactive Entertainment,Teen,,Uncharted 2: Among Thieves
http://www.wikidata.org/entity/Q17150,Uncharted: Drake's Fortune,action-adventure game,Sony Interactive Entertainment,Teen,,Uncharted: Drake's Fortune
http://www.wikidata.org/entity/Q17150,Uncharted: Drake's Fortune,third-person shooter,Sony Interactive Entertainment,Teen,,Uncharted: Drake's Fortune
http://www.wikidata.org/entity/Q17150,Uncharted: Drake's Fortune,platform game,Sony Interactive Entertainment,Teen,,Uncharted: Drake's Fortune
