id,idLabel,genreLabel,publisherLabel,esrbLabel,idAltLabel,name,article
http://www.wikidata.org/entity/Q133441,Tales of Hearts,,,,,Tales of Hearts,https://en.wikipedia.org/wiki/Tales_of_Hearts
http://www.wikidata.org/entity/Q137802,Halo 3,,,,,Halo 3,https://en.wikipedia.org/wiki/Halo_3
http://www.wikidata.org/entity/Q137924,FIFA 12,,,,,FIFA 12,https://en.wikipedia.org/wiki/FIFA_12
http://www.wikidata.org/entity/Q137977,FIFA 13,,,,,FIFA 13,https://en.wikipedia.org/wiki/FIFA_13
http://www.wikidata.org/entity/Q23911,Magicland Dizzy,,,,,Magicland Dizzy,https://en.wikipedia.org/wiki/Magicland_Dizzy
http://www.wikidata.org/entity/Q24300,InFamous 2,,,,"inFAMOUS 2, Infamous 2",Infamous 2,https://en.wikipedia.org/wiki/Infamous_2
http://www.wikidata.org/entity/Q24071,MotorStorm: Arctic Edge,,,,"Arctic edge, Motorstorm Arctic Edge, MotorStorm: Artic Edge",MotorStorm: Arctic Edge,https://en.wikipedia.org/wiki/MotorStorm:_Arctic_Edge
http://www.wikidata.org/entity/Q22986,Amnesia: The Dark Descent,,,,"Amnesia The Dark Descent, Amnesia: Darkest Descent",Amnesia: The Dark Descent,https://en.wikipedia.org/wiki/Amnesia:_The_Dark_Descent
http://www.wikidata.org/entity/Q24516,Fire Emblem: Shin Monshō no Nazo: Hikari to Kage no Eiyū,,,,"Fire Emblem 12, Fire Emblem: Shin Monshō no Nazo ~Hikari to Kage no Eiyū~, Shin Monshō no Nazo ~Hikari to Kage no Eiyū~",Fire Emblem: New Mystery of the Emblem,https://en.wikipedia.org/wiki/Fire_Emblem:_New_Mystery_of_the_Emblem
http://www.wikidata.org/entity/Q26097,XCOM: Enemy Unknown,,,,,XCOM: Enemy Unknown,https://en.wikipedia.org/wiki/XCOM:_Enemy_Unknown
http://www.wikidata.org/entity/Q20420,Empire Earth,,,,,Empire Earth (video game),https://en.wikipedia.org/wiki/Empire_Earth_(video_game)
